.,Creator Data,Kelas,Title,Alternative Title,URL Photo,Year,Country,Synopsis,Availability,Genres (Up to 5),Actor (Up to 9),Link Trailer,Award,Trailer(link YT)
46,Farrel,3A,Cars 1,-,https://www.imdb.com/title/tt0317219/mediaviewer/rm3794114560/?ref_=tt_ov_i,2006,United States,"While traveling to California for the dispute of the final race of the Piston Cup against The King and Chick Hicks, the famous Lightning McQueen accidentally damages the road of the small town Radiator Springs and is sentenced to repair it. Lightning McQueen has to work hard and finds friendship and love in the simple locals, changing its values during his stay in the small town and becoming a true winner.",Netflix,"Animation, Adventure, Comedy, Family, Sport","Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy, Cheech Marin, Tony Shalhoub, Guido Quaroni, Jenifer Lewis, Paul Dooley, Michael Wallis, George Carlin, Katherine Helmond, John Ratzenberger, Joe Ranft, Michael Keaton, Richard Petty, Jeremy Piven, Bob Custas",https://youtu.be/WGByijP0Leo,"Best Achievement in Music Written for Motion Pictures, Original Song",https://youtu.be/WGByijP0Leo
47,Farrel,3A,Cars 2,-,https://www.imdb.com/title/tt1216475/mediaviewer/rm1951513344/?ref_=tt_ov_i,2011,United States,"The famous race car Lightning McQueen and his team are invited to compete in the World Grand Prix race. There, McQueen's best friend Mater finds himself involved in international espionage, and alongside two professional British spies attempts to uncover a secret plan led by a mysterious mastermind and his criminal gang, which threatens the lives of all competitors in the tournament.",Netflix,"Animation, Adventure, Comedy, Family, Sport","Owen Wilson, Larry the Cable Guy, Michael Caine, Emily Mortimer, Eddie Izzard, John Turturro, Brent Musburger, Joe Mantegna, Thomas Kretschmann, Peter Jacobson, Bonnie Hunt, Darrell Waltrip, Franco Nero, David Hobbs, Patrick Walker, Tony Shalhoub, Jeff Garlin, Michel Michelis",https://youtu.be/WGByijP0Leo,Best Animated Feature Film of the Year,https://youtu.be/WGByijP0Leo
48,Farrel,3A,Cars 3,-,https://www.imdb.com/title/tt3606752/mediaviewer/rm3965727488/?ref_=tt_ov_i,2017,United States,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing's biggest stage!",Netflix,"Animation, Adventure, Comedy, Family, Sport","Tony Shalhoub, Owen Wilson, Larry the Cable Guy, Cristela Alonzo, Siân Eirian, Cai Puri-Evans, Heledd Jarman",https://youtu.be/2LeOH9AGJQM,"Choice Movie Actor: Comedy, Choice Movie: Comedy, Choice Summer Movie
",https://youtu.be/2LeOH9AGJQM 
49,Farrel,3A,Frozen 1,-,https://www.imdb.com/title/tt2294629/mediaviewer/rm3873693440/?ref_=tt_ov_i,2013,"United States","Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven and sets off on an epic journey to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. From the outside Elsa looks poised, regal and reserved, but in reality she lives in fear as she wrestles with a mighty secret: she was born with the power to create ice and snow. It's a beautiful ability, but also extremely dangerous. Haunted by the moment her magic nearly killed her younger sister Anna, Elsa has isolated herself, spending every waking minute trying to suppress her growing powers. Her mounting emotions trigger the magic, accidentally setting off an eternal winter that she can't stop. She fears she's becoming a monster and that no one, not even her sister, can help her",Netflix,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Santino Fontana",https://youtu.be/DSgMD4ofCmo,"Best Compilation Soundtrack for Visual, Best Song Written for Visual Media, Best Score Soundtrack for Visual Media",https://youtu.be/DSgMD4ofCmo
50,Farrel,3A,Frozen 2,-,https://www.imdb.com/title/tt4520988/mediaviewer/rm1974176257/?ref_=tt_ov_i,2019,United States,"Having harnessed her ever-growing power after lifting the dreadful curse of eternal winter in Frozen (2013), Queen Elsa, the grand conjurer of snow and ice, and her sister, Princess Anna, now enjoy a happy life in the peaceful kingdom of Arendelle. However, a melodious, insistent voice only Elsa can hear keeps her awake, inviting the Snow Queen to a fabled mystical forest. As a result, unable to block the thrilling call of the secret siren, Elsa follows the voice into the perpetually misty realm in the woods to find answers. But, more and more, an inexplicable imbalance hurts her kingdom and the neighboring tribe of Northuldra. Is Queen Elsa's legendary magic enough to restore peace and stability?",Netflix,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",https://youtu.be/bwzLiQZDw2I,Best Compilation Soundtrack For Visual Media,https://youtu.be/bwzLiQZDw2I
51,Mathar,3A,Blade Runner 2049,-,https://www.imdb.com/title/tt1856101/mediaviewer/rm2677875712/?ref_=tt_ov_i,2017,United States,"Thirty years after the events of Blade Runner (1982), a new Blade Runner, L.A.P.D. Officer ""K"" (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former L.A.P.D. Blade Runner, who has been missing for thirty years.","Netflix, Prime Video, Vidio","Cyberpunk, Action, Drama, Mistery","Ryan Gosling, Ana de Armas, Harrison Ford, Robin Wright, Mark Arnold, Tomas, Dave Bautista, Sylvie Hoeks, Jared Leto",https://www.imdb.com/video/vi2181676825/?playlistId=tt1856101&ref_=tt_ov_vi,"Best Cinematography, Best Visual Effects, Best Special Visual Effects, Best Art Direction and Production Design, Outstanding Achievement in Cinematography in Theatrical Releases",https://www.youtube.com/watch?v=gCcx85zbxz4
52,Mathar,3A,Drive,-,https://www.imdb.com/title/tt0780504/mediaviewer/rm1089084160/?ref_=tt_ov_i,2011,United States,"A skilled Hollywood stuntman, who also moonlights as a getaway driver for criminals, lives a solitary life. However, his world changes when he forms a bond with his neighbor, Irene, and her young son. When Irene's husband returns from prison and gets involved in a dangerous deal, the driver offers to help. This decision draws him into a deadly underworld of crime and violence, where he must navigate betrayal and survival.","Amazon Prime Video, Apple TV, Google Play Movies","Crime, Drama, Action, Thriller, Neo-noir","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks, Ron Perlman, Kaden Leos, Jeff Wolfe",https://www.imdb.com/video/vi2772212761/?playlistId=tt0780504&ref_=tt_pr_ov_vi,Cannes Film Festival - Best Director,https://www.youtube.com/watch?v=KBiOF3y1W0Y
53,Mathar,3A,Barbie (2023),-,https://www.imdb.com/title/tt1517268/mediaviewer/rm431105281/?ref_=tt_ov_i,2023,United States,"Barbie lives in the perfect world of Barbieland, but she begins to experience an existential crisis that sends her on an adventure into the real world. Accompanied by Ken, she learns about life outside her utopian universe, discovering self-discovery, identity, and empowerment along the way.","Amazon Prime Video, Apple TV, Google Play Movies","Comedy, Fantasy, Adventure, Family, Drama","Margot Robbie, Ryan Gosling, America Ferrera, Simu Liu, Kate McKinnon, Issa Rae, Rhea Perlman, Will Ferrell, Michael Cera",https://www.imdb.com/video/vi945734681/?playlistId=tt1517268&ref_=tt_ov_vi,-,https://www.youtube.com/watch?v=pBk4NYhWNMM
54,Mathar,3A,The notebook,-,https://www.imdb.com/title/tt0332280/mediaviewer/rm2532203265/?ref_=tt_ov_i,2004,United States,"A young couple falls deeply in love during one summer, but circumstances and social expectations drive them apart. Years later, their story is retold through a notebook, revealing the enduring power of their love as they navigate life, loss, and rediscovery.","Amazon Prime Video, Apple TV, Google Play Movies","Romance, Drama","Ryan Gosling, Rachel McAdams, James Garner, Gena Rowlands, Sam Shepard, Joan Allen, Kevin Connolly, David Thornton, Jamie Anne Allman",https://www.imdb.com/video/vi2603746073/?playlistId=tt0332280&ref_=tt_pr_ov_vi,MTV Movie & TV Awards - Best Kiss,https://www.youtube.com/watch?v=BjJcYdEOI0k
55,Mathar,3A,Fight club,-,https://www.imdb.com/title/tt0137523/mediaviewer/rm1412004864/?ref_=tt_ov_i,1999,United States,"A disillusioned white-collar worker forms an underground fight club with a charismatic soap salesman as a form of male bonding and release from their mundane lives. As the club grows, it spirals into a dangerous and anarchic organization, pushing the limits of their rebellion and self-destruction.","Amazon Prime Video, Apple TV, Google Play Movies","Drama, Thriller, Psychological, Crime, Action","Brad Pitt, Edward Norton, Helena Bonham Carter, Meat Loaf, Jared Leto, Zach Grenier, Richmond Arquette, David Andrews, George Maguire",https://www.imdb.com/video/vi781228825/?playlistId=tt0137523&ref_=tt_ov_vi,Online Film & Television Association Awards - Best Sound Mixing,https://www.youtube.com/watch?v=qtRKdVHc-cE
56,Arnanda,B,Harry Potter and The Sorcerer’s Stone,-,https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg,2001,England,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","Amazon Prime Video, Netflix, Google Play Movies","Adventure, Family, Fantasy","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith, Robbie Cltrane,Fiona Shar,  Harry Melling, Ian Hart",https://www.imdb.com/video/vi3115057433/?playlistId=tt0241527&ref_=tt_ov_vi,"Best Fantasy Film, Best Foreign Film",https://youtu.be/VyHV0BRtdxo?si=N2ih8rFKoiAkckUf
57,Arnanda,B,Harry Potter and The Chamber of Secrets,-,https://m.media-amazon.com/images/M/MV5BMjE0YjUzNDUtMjc5OS00MTU3LTgxMmUtODhkOThkMzdjNWI4XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_.jpg,2002,England,"Harry Potter lives his second year at Hogwarts with Ron and Hermione when a message on the wall announces that the legendary Chamber of Secrets has been opened. The trio soon realize that, to save the school, it will take a lot of courage.","Amazon Prime Video, Netflix, Google Play Movies","Adventure, Family, Fantasy, Mystery","Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith, Robbie Cltrane,Fiona Shar,  Harry Melling, Ian Hart",https://www.imdb.com/video/vi1705771289/?playlistId=tt0295297&ref_=tt_ov_vi,"2003 BAFTA: Kids' Vote, Best Family Film - Live Action",https://youtu.be/nE11U5iBnH0?si=-CH0iV5bZbi80wrM
58,Arnanda,B,Harry Potter and The Prisoner of Azkaban,-,,,,,"Amazon Prime Video, Netflix, Google Play Movies",,,,,
59,Arnanda,B,Harry Potter and The Goblet of Fire,-,,,,,"Amazon Prime Video, Netflix, Google Play Movies",,,,,
60,Arnanda,B,Harry Potter and The Order of The Phoenix,-,,,,,"Amazon Prime Video, Netflix, Google Play Movies",,,,,
61,Hari,B,Meitantei Konan Kurogane no Sabumarin,Detective Conan: Black Iron Submarine,https://www.movieposterdb.com/detective-conan-black-iron-submarine-i27521477,2023,Japan,"Many engineers from around the world gather at the Interpol marine facility ""Pacific Buoy"" on Hachijo-jima, in the sea south of central Tokyo Prefecture coast, to witness the launch of a new system that connects all law enforcement camera systems around the world and enables facial recognition worldwide. Conan, along with his friends Kogoro, Ran, Agasa, Haibara, and the Detective Boys, also heads to the island with an invitation from Sonoko to see the whales. He receives a message from Subaru, who says that a Europol agent has been murdered in Germany by Gin. Perturbed, Conan sneaks onto the police ship led by Kuroda, which is bringing them to the island to protect the completion work, and tours the new facility, just in time for the Black Organization to kidnap a female engineer, seeking a piece of important data in her USB drive. A terrifying howl of screws is heard from the ocean as an unknown person approaches Haibara.",Cacthplay,"Action, Adventure, Crime, Mystery, Thriller","Minami Takayama, Wakana Yamazaki, Rikiya Koyama, Megumi Hayashibara, Yukiko Iwai, Ikue Otani, Wataru Takagi, Chafurin, Kenichi Ogata.",https://www.youtube.com/watch?v=0rNpSmVmN2U,,https://www.youtube.com/watch?v=0rNpSmVmN2U
62,Hari,B,Meitantei Conan: Halloween no Hanayome,Detective Conan: The Bride of Halloween,https://www.movieposterdb.com/detective-conan-the-bride-of-halloween-i19770970,2022,Japan,"During the wedding of Takagi and Sato, an assailant breaks and tries to attack Sato. But Takagi protects her while getting injured. The attacker escapes, but the situation is settled, although Sato is rightfully rattled by it all.","Netflix, Bstation","Animation, Action, Crime, Mystery, Thriller","Minami Takayama, Wakana Yamazaki, Rikiya Koyama, Megumi Hayashibara, Nobutoshi Canna, Atsuko Yuya, Fumihiko Tachiki, Ikue Otani, Kenichi Ogata.",https://www.youtube.com/watch?v=LzCD9wPNd6A,,https://www.youtube.com/watch?v=LzCD9wPNd6A
63,Hari,B,Meitantei Conan: Tokei-jikake no matenrou,Detective Conan: The Time-Bombed Skyscraper,https://www.movieposterdb.com/meitantei-conan-tokei-jikake-no-matenrou-i131479,1997,Japan,Detective Shinichi Kudo was once a brilliant teenage detective until he was given a poison that reverted him to a 4 year old. He's taken the name Conan Edogawa so no one (except an eccentric inventor) will know the truth. Now he's got to solve a series of bombings before his loved ones become victims. Who is this madman and why is he doing this. Only the young genius can save the day but will even he be up to the task?,"Netflix, Bstation","Animation, Action, Crime, Mystery, Thriller","Minami Takayama, Wakana Yamazaki, Akira Kamiya, Yukiko Iwai, Wataru Takagi, Chafurin, Kenichi Ogata, Kappei Yamaguchi, Megumi Hayashibara.",https://www.youtube.com/watch?v=N4CP6BMyn2s,,https://www.youtube.com/watch?v=N4CP6BMyn2s
64,Hari,B,Meitantei Conan: 14 banme no target,Detective Conan: The Fourteenth Target,https://www.movieposterdb.com/meitantei-conan-14-banme-no-target-i965649,1998,Japan,"an’s secret past revealed! Ten years ago, something happened between her mom and dad. Now, plagued by nightmares, Ran is starting to remember… Meanwhile, a murderous card dealer breaks out of jail to seek revenge. His target: Ran’s father. Can Conan stop him in time and save his girlfriend’s family?","Netflix, Bstation","Animation, Action, Crime, Mystery, Thriller","Minami Takayama, Wakana Yamazaki, Akira Kamiya, Wataru Takagi, Kappei Yamaguchi, Chafurin, Kenichi Ogata, Naoko Matsui, Megumi Hayashibara.",https://www.youtube.com/watch?v=BlJsEmOWQ1E,,https://www.youtube.com/watch?v=BlJsEmOWQ1E
65,Hari,B,Meitantei Conan: Meikyuu no crossroad,Detective Conan: Crossroad in the Ancient Capital,https://www.movieposterdb.com/meitantei-conan-meikyuu-no-crossroad-i1133935,2003,Japan,"As the police struggle to find a lead, a Kyoto temple seeks the renowned detective Kogorou Mouri's help after receiving a mysterious puzzle. Joined by the young sleuth Conan Edogawa and high school detective Heiji Hattori, they embark on a quest to decipher the riddle, unravel the killer's identity, and confront their shared pasts.","Netflix, Bstation","Animation, Action, Crime, Mystery, Thriller","Minami Takayama, Wakana Yamazaki, Akira Kamiya, Kappei Yamaguchi, Kenichi Ogata, Megumi Hayashibara, Rikiya Koyama, Naoko Matsui, Chafurin.",https://www.youtube.com/watch?v=OEWgyMspNR4,,https://www.youtube.com/watch?v=OEWgyMspNR4
66,Jeihan,3B,Good Will Hunting,,https://posters.movieposterdb.com/10_09/1997/119217/l_119217_a4210c61.jpg,1997,United States,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",,,,,,
67,Jeihan,3B,Oppenheimer,,https://posters.movieposterdb.com/23_06/2023/15398776/l_oppenheimer-movie-poster_a83f1cbb.jpg,,,,,,,,,
68,Jeihan,3B,The Amazing Spider-Man,,https://posters.movieposterdb.com/12_04/2012/948470/l_948470_406a814a.jpg,,,,,,,,,
69,Jeihan,3B,Spider-Man: Into the Spider-Verse,,https://posters.movieposterdb.com/22_10/2018/4633694/l_spider-man-into-the-spider-verse-movie-poster_a7f62b30.jpeg,,,,,,,,,
70,Jeihan,3B,Spider-Man: Across the Spider-Verse,,https://posters.movieposterdb.com/23_06/2022/11290914/l_spider-man-across-the-spider-verse-part-one-movie-poster_37d41ec0.jpg,,,,,,,,,
71,Keanu,3B,The Fast and the Furious,,https://m.media-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_FMjpg_UX1000_.jpg,2001,United States,"Los Angeles street racer Dominic Toretto falls under the suspicion of the LAPD as a string of high-speed electronics truck robberies rocks the area. Brian O'Connor, an officer of the LAPD, joins the ranks of Toretto's highly skilled racing crew undercover to convict Toretto. However, O'Connor finds himself both enamored with this new world and in love with Toretto's sister, Mia. As a rival racing crew gains strength, O'Connor must decide where his loyalty really lies.","Netflix, Apple TV, ","Action, Crime, Thriller","Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster, Matt Schulze, Johnny Strong, Rick Yune, Chad Lindberg, Neal H. Moritz",,,
72,Keanu,3B,The Fast and the Furious: Tokyo Drift,,,2006,United States,,,,,,,
73,Keanu,3B,The Fast and Furious 6,,,,,,,,,,,
74,Keanu,3B,Fast Five,,,,,,,,,,,
75,Keanu,3B,Furious 7,,,,,,,,,,,
76,Agim,3B,The Lord of the Rings: The Fellowship of the Ring,,lord_of_the_rings_the_fellowship_of_the_ring_2001_advance_original_film_art_50ea31a0-b4d5-489c-89e4-c494a7966b4e_5000x.jpg (1018×1500) (originalfilmart.com),2001,United States,"An ancient Ring thought lost for centuries has been found, and through a strange twist of fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it. However, he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir, and his three Hobbit friends Merry, Pippin, and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign",prime video,"Drama, fantasy, adventure, action, quest","Elijah wood, Ian McKellen, Orlando Bloom, Sean Bean, Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Billy Boyd",https://youtu.be/V75dMMIW2B4?si=FxXoVC24ce1f47mn,,https://youtu.be/V75dMMIW2B4?si=FxXoVC24ce1f47mn
